species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Libellula luctuosa,33.9883458061,-84.3262445984,2014-06-19,25,6,2014,19,170,June,iNAT,Libellulidae
Libellula incesta,33.9882924311,-84.3262231408,2014-06-19,25,6,2014,19,170,June,iNAT,Libellulidae
Erythemis simplicicollis,33.9883458061,-84.3263089714,2014-06-19,25,6,2014,19,170,June,iNAT,Libellulidae
Tachopteryx thoreyi,33.988452556,-84.3267810402,2014-06-18,25,6,2014,18,169,June,iNAT,Petaluridae
Enallagma traviatum,33.9883991811,-84.3263304291,2014-06-18,25,6,2014,18,169,June,iNAT,Coenagrionidae
Perithemis tenera,33.9882924311,-84.3262660561,2014-06-18,25,6,2014,18,169,June,iNAT,Libellulidae
Celithemis fasciata,33.9883458061,-84.3262445984,2014-06-18,25,6,2014,18,169,June,iNAT,Libellulidae
Dythemis velox,34.0023200032,-84.3843627034,2014-06-18,25,6,2014,18,169,June,iNAT,Libellulidae
Tramea carolina,33.9883458061,-84.3263089714,2014-06-18,25,6,2014,18,169,June,iNAT,Libellulidae
Pachydiplax longipennis,34.0509074321,-84.5032289827,2014-06-17,25,6,2014,17,168,June,iNAT,Libellulidae
Plathemis lydia,34.0509252106,-84.5031860673,2014-06-17,25,6,2014,17,168,June,iNAT,Libellulidae
Calopteryx maculata,34.0509429892,-84.5031860673,2014-06-17,25,6,2014,17,168,June,iNAT,Calopterygidae
Calopteryx maculata,34.0509429892,-84.503143152,2014-06-17,25,6,2014,17,168,June,iNAT,Calopterygidae
Pachydiplax longipennis,31.859549944,-82.0762558748,2014-06-16,25,6,2014,16,167,June,iNAT,Libellulidae
Libellula incesta,33.479147041,-82.0669312283,2014-06-16,25,6,2014,16,167,June,iNAT,Libellulidae
Libellula vibrans,31.8633074128,-82.0820546196,2014-06-16,25,6,2014,16,167,June,iNAT,Libellulidae
Argia sedula,33.4785046231,-82.06561037,2014-06-16,25,6,2014,16,167,June,iNAT,Coenagrionidae
Perithemis tenera,33.4790374487,-82.0656836177,2014-06-16,25,6,2014,16,167,June,iNAT,Libellulidae
Libellula auripennis,33.663813,-84.116285,2014-06-15,24,6,2014,15,166,June,iNAT,Libellulidae
Celithemis fasciata,33.662563,-84.113753,2014-06-15,24,6,2014,15,166,June,iNAT,Libellulidae
Libellula luctuosa,34.4419304263,-85.1485807111,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Erythrodiplax minuscula,34.4415765028,-85.1451474836,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Enallagma basidens,34.4422312601,-85.1483661344,2014-06-14,24,6,2014,14,165,June,iNAT,Coenagrionidae
Libellula luctuosa,34.4419127302,-85.1486879995,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Celithemis elisa,34.4420719953,-85.1490742376,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Argia sedula,34.4423374365,-85.1487309148,2014-06-14,24,6,2014,14,165,June,iNAT,Coenagrionidae
Libellula luctuosa,32.8957320157,-83.4191894531,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Perithemis tenera,34.441895034,-85.149439018,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Lestes forcipatus,34.4405501161,-85.1486236265,2014-06-14,24,6,2014,14,165,June,iNAT,Lestidae
Enallagma exsulans,34.5856479222,-85.0825023808,2014-06-14,24,6,2014,14,165,June,iNAT,Coenagrionidae
Anax longipes,34.585612594,-85.0825667847,2014-06-14,24,6,2014,14,165,June,iNAT,Aeshnidae
Libellula cyanea,34.5853299431,-85.082738446,2014-06-14,24,6,2014,14,165,June,iNAT,Libellulidae
Ischnura posita,33.790468,-84.3736193,2014-06-13,24,6,2014,13,164,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.790468,-84.3736193,2014-06-13,24,6,2014,13,164,June,iNAT,Libellulidae
Plathemis lydia,33.4734978,-82.0105148,2014-06-13,24,6,2014,13,164,June,iNAT,Libellulidae
Progomphus obscurus,33.4726701422,-84.3060769841,2014-06-13,24,6,2014,13,164,June,iNAT,Gomphidae
Libellula cyanea,33.4726701422,-84.3061413571,2014-06-13,24,6,2014,13,164,June,iNAT,Libellulidae
Libellula incesta,33.4725806476,-84.306334476200007,2014-06-13,24,6,2014,13,164,June,iNAT,Libellulidae
Dythemis velox,33.177466,-84.013752,2014-06-13,24,6,2014,13,164,June,iNAT,Libellulidae
Argia moesta,33.4794261,-82.0657414,2014-06-12,24,6,2014,12,163,June,iNAT,Coenagrionidae
Celithemis elisa,33.383459,-84.614429,2014-06-12,24,6,2014,12,163,June,iNAT,Libellulidae
Perithemis tenera,33.383281,-84.614295,2014-06-12,24,6,2014,12,163,June,iNAT,Libellulidae
Calopteryx maculata,33.381099,-84.617137,2014-06-11,24,6,2014,11,162,June,iNAT,Calopterygidae
Argia tibialis,34.0509074321,-84.503143152,2014-06-11,24,6,2014,11,162,June,iNAT,Coenagrionidae
Calopteryx maculata,34.0508363179,-84.5032289827,2014-06-11,24,6,2014,11,162,June,iNAT,Calopterygidae
Calopteryx maculata,34.0509429892,-84.503207525,2014-06-11,24,6,2014,11,162,June,iNAT,Calopterygidae
Libellula auripennis,33.4794261,-82.0657414,2014-06-11,24,6,2014,11,162,June,iNAT,Libellulidae
Pachydiplax longipennis,33.3196211598,-82.0060236754,2014-06-11,24,6,2014,11,162,June,iNAT,Libellulidae
Libellula semifasciata,33.3196380177,-82.0061313194,2014-06-11,24,6,2014,11,162,June,iNAT,Libellulidae
Libellula cyanea,33.4785846214,-82.0677511594,2014-06-11,24,6,2014,11,162,June,iNAT,Libellulidae
Libellula vibrans,34.0509074321,-84.5032289827,2014-06-10,24,6,2014,10,161,June,iNAT,Libellulidae
Erythemis simplicicollis,33.9364704126,-84.441404518,2014-06-08,23,6,2014,8,159,June,iNAT,Libellulidae
Celithemis fasciata,33.9364526101,-84.4414474333,2014-06-08,23,6,2014,8,159,June,iNAT,Libellulidae
Plathemis lydia,33.9363635975,-84.441404518,2014-06-08,23,6,2014,8,159,June,iNAT,Libellulidae
Plathemis lydia,33.4760573887,-82.0103511268,2014-06-07,23,6,2014,7,158,June,iNAT,Libellulidae
Libellula vibrans,34.0509607677,-84.5031216943,2014-06-07,23,6,2014,7,158,June,iNAT,Libellulidae
Celithemis elisa,34.0509429892,-84.5032933557,2014-06-07,23,6,2014,7,158,June,iNAT,Libellulidae
Perithemis tenera,34.0509429892,-84.503207525,2014-06-07,23,6,2014,7,158,June,iNAT,Libellulidae
Calopteryx maculata,34.0509252106,-84.503207525,2014-06-07,23,6,2014,7,158,June,iNAT,Calopterygidae
Calopteryx maculata,34.4419658186,-85.1476365736,2014-06-07,23,6,2014,7,158,June,iNAT,Calopterygidae
Plathemis lydia,34.048359307,-84.2437770902,2014-06-05,23,6,2014,5,156,June,iNAT,Libellulidae
Erythemis simplicicollis,30.6668928,-82.3331791,2014-06-03,23,6,2014,3,154,June,iNAT,Libellulidae
Libellula vibrans,34.4416472876,-85.1455980947,2014-06-02,23,6,2014,2,153,June,iNAT,Libellulidae
Calopteryx maculata,34.4419481225,-85.1469499281,2014-06-02,23,6,2014,2,153,June,iNAT,Calopterygidae
Argia fumipennis,34.4417357686,-85.1468426397,2014-06-02,23,6,2014,2,153,June,iNAT,Coenagrionidae
Enallagma basidens,34.4417888571,-85.1456410101,2014-06-02,23,6,2014,2,153,June,iNAT,Coenagrionidae
Sympetrum ambiguum,34.4418065533,-85.1470572164,2014-06-02,23,6,2014,2,153,June,iNAT,Libellulidae
Argia sedula,34.4412756666,-85.1473361662,2014-06-02,23,6,2014,2,153,June,iNAT,Coenagrionidae
Phanogomphus exilis,33.9883458061,-84.3263089714,2014-06-01,22,6,2014,1,152,June,iNAT,Gomphidae
Epitheca princeps,33.9883280144,-84.3262875138,2014-06-01,22,6,2014,1,152,June,iNAT,Corduliidae
Erythemis simplicicollis,33.9883280144,-84.3262231408,2014-06-01,22,6,2014,1,152,June,iNAT,Libellulidae
Enallagma traviatum,33.9365060176,-84.441404518,2014-05-31,22,5,2014,31,151,May,iNAT,Coenagrionidae
Celithemis elisa,33.93657588,-84.4414644616,2014-05-31,22,5,2014,31,151,May,iNAT,Libellulidae
Libellula auripennis,33.9365238201,-84.441404518,2014-05-31,22,5,2014,31,151,May,iNAT,Libellulidae
Celithemis fasciata,33.9365238201,-84.4414259756,2014-05-31,22,5,2014,31,151,May,iNAT,Libellulidae
Celithemis fasciata,34.1780243493,-84.3989826612,2014-05-31,22,5,2014,31,151,May,iNAT,Libellulidae
Erythemis simplicicollis,33.383241,-84.614278,2014-05-29,22,5,2014,29,149,May,iNAT,Libellulidae
Pachydiplax longipennis,34.0277314236,-84.207243325,2014-05-29,22,5,2014,29,149,May,iNAT,Libellulidae
Progomphus obscurus,33.176156,-84.011507,2014-05-29,22,5,2014,29,149,May,iNAT,Gomphidae
Dromogomphus spinosus,33.176156,-84.011507,2014-05-29,22,5,2014,29,149,May,iNAT,Gomphidae
Libellula cyanea,33.176156,-84.011507,2014-05-29,22,5,2014,29,149,May,iNAT,Libellulidae
Gomphurus dilatatus,33.176156,-84.011507,2014-05-29,22,5,2014,29,149,May,iNAT,Gomphidae
Erythemis simplicicollis,33.176156,-84.011507,2014-05-29,22,5,2014,29,149,May,iNAT,Libellulidae
Argia sedula,33.176151,-84.01317,2014-05-29,22,5,2014,29,149,May,iNAT,Coenagrionidae
Argia moesta,33.176151,-84.01317,2014-05-29,22,5,2014,29,149,May,iNAT,Coenagrionidae
Enallagma exsulans,33.176151,-84.01317,2014-05-29,22,5,2014,29,149,May,iNAT,Coenagrionidae
Pachydiplax longipennis,31.630002,-81.278289,2014-05-26,22,5,2014,26,146,May,iNAT,Libellulidae
Brachymesia gravida,31.630002,-81.278289,2014-05-26,22,5,2014,26,146,May,iNAT,Libellulidae
Argia sedula,32.849162818800004,-83.888605754,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Enallagma civile,31.0228130556,-81.43425,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Calopteryx maculata,33.4724675858,-84.3063988488,2014-05-24,21,5,2014,24,144,May,iNAT,Calopterygidae
Tramea carolina,33.472491153,-84.3060769841,2014-05-24,21,5,2014,24,144,May,iNAT,Libellulidae
Enallagma divagans,33.4726343444,-84.3062057302,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Ischnura posita,33.4726880411,-84.3063559339,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Libellula cyanea,33.4724553546,-84.3064203065,2014-05-24,21,5,2014,24,144,May,iNAT,Libellulidae
Libellula cyanea,33.4728133332,-84.3063773915,2014-05-24,21,5,2014,24,144,May,iNAT,Libellulidae
Argia fumipennis,33.4725627487,-84.306677799,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Calopteryx maculata,33.4725806476,-84.3062701032,2014-05-24,21,5,2014,24,144,May,iNAT,Calopterygidae
Libellula incesta,33.4725269509,-84.3062486455,2014-05-24,21,5,2014,24,144,May,iNAT,Libellulidae
Enallagma traviatum,33.4724374562,-84.3061842725,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Enallagma daeckii,33.4728491309,-84.3062915609,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Ischnura posita,33.4724195573,-84.3066134259,2014-05-24,21,5,2014,24,144,May,iNAT,Coenagrionidae
Pachydiplax longipennis,33.4725985466,-84.306345205,2014-05-24,21,5,2014,24,144,May,iNAT,Libellulidae
Libellula incesta,33.3853695058,-81.9658200791,2014-05-22,21,5,2014,22,142,May,iNAT,Libellulidae
Libellula cyanea,34.1994671886,-84.3960115665,2014-05-22,21,5,2014,22,142,May,iNAT,Libellulidae
Phanogomphus exilis,33.9883458061,-84.3263089714,2014-05-21,21,5,2014,21,141,May,iNAT,Gomphidae
Ladona deplanata,33.9883280144,-84.3262660561,2014-05-21,21,5,2014,21,141,May,iNAT,Libellulidae
Libellula vibrans,33.9883635978,-84.3261802254,2014-05-21,21,5,2014,21,141,May,iNAT,Libellulidae
Epitheca princeps,33.9883102228,-84.3263089714,2014-05-21,21,5,2014,21,141,May,iNAT,Corduliidae
Argia fumipennis,33.9883458061,-84.3263304291,2014-05-21,21,5,2014,21,141,May,iNAT,Coenagrionidae
Erythemis simplicicollis,33.9883280144,-84.3262660561,2014-05-21,21,5,2014,21,141,May,iNAT,Libellulidae
Argia fumipennis,33.9883280144,-84.3262016831,2014-05-21,21,5,2014,21,141,May,iNAT,Coenagrionidae
Libellula semifasciata,34.0582985201,-84.5349840042,2014-05-14,20,5,2014,14,134,May,iNAT,Libellulidae
Tramea carolina,34.0582629661,-84.5349840042,2014-05-14,20,5,2014,14,134,May,iNAT,Libellulidae
Plathemis lydia,34.058752615,-84.5349049646,2014-05-14,20,5,2014,14,134,May,iNAT,Libellulidae
Libellula cyanea,34.0659153086,-84.3492174061,2014-05-14,20,5,2014,14,134,May,iNAT,Libellulidae
Enallagma dubium,33.0986346031,-83.7131187481,2014-05-13,20,5,2014,13,133,May,iNAT,Coenagrionidae
Erythrodiplax minuscula,33.1112906,-83.6782259,2014-05-13,20,5,2014,13,133,May,iNAT,Libellulidae
Nasiaeschna pentacantha,32.849162818800004,-83.888605754,2014-05-12,20,5,2014,12,132,May,iNAT,Aeshnidae
Argia fumipennis,32.849162818800004,-83.888605754,2014-05-12,20,5,2014,12,132,May,iNAT,Coenagrionidae
Pachydiplax longipennis,33.9883635978,-84.3263518868,2014-05-12,20,5,2014,12,132,May,iNAT,Libellulidae
Argia fumipennis,33.9883635978,-84.3262231408,2014-05-12,20,5,2014,12,132,May,iNAT,Coenagrionidae
Nehalennia integricollis,32.849162818800004,-83.888605754,2014-05-11,19,5,2014,11,131,May,iNAT,Coenagrionidae
Enallagma vesperum,32.849162818800004,-83.888605754,2014-05-11,19,5,2014,11,131,May,iNAT,Coenagrionidae
Anax junius,31.5753333333,-83.5681666667,2014-05-10,19,5,2014,10,130,May,iNAT,Aeshnidae
Enallagma divagans,33.9883458061,-84.3263733445,2014-05-07,19,5,2014,7,127,May,iNAT,Coenagrionidae
Enallagma signatum,34.002755826,-84.3846523819,2014-05-07,19,5,2014,7,127,May,iNAT,Coenagrionidae
Enallagma geminatum,34.0026489547,-84.3847809991,2014-05-07,19,5,2014,7,127,May,iNAT,Coenagrionidae
Argia fumipennis,34.0026111367,-84.3845584115,2014-05-07,19,5,2014,7,127,May,iNAT,Coenagrionidae
Erythemis simplicicollis,34.0028269805,-84.3846094666,2014-05-07,19,5,2014,7,127,May,iNAT,Libellulidae
Ischnura posita,33.7895984646,-84.3743273868,2014-05-06,19,5,2014,6,126,May,iNAT,Coenagrionidae
Argia fumipennis,33.7896341309,-84.3741342679,2014-05-06,19,5,2014,6,126,May,iNAT,Coenagrionidae
Plathemis lydia,34.0297337364,-84.3775784901,2014-05-06,19,5,2014,6,126,May,iNAT,Libellulidae
Erythemis simplicicollis,30.823333,-82.364244,2014-05-04,18,5,2014,4,124,May,iNAT,Libellulidae
Tramea carolina,30.823333,-82.364244,2014-05-04,18,5,2014,4,124,May,iNAT,Libellulidae
Libellula incesta,30.823333,-82.364244,2014-05-04,18,5,2014,4,124,May,iNAT,Libellulidae
Enallagma divagans,33.9883635978,-84.3261373101,2014-05-02,18,5,2014,2,122,May,iNAT,Coenagrionidae
Ladona deplanata,33.9883102228,-84.326072937,2014-05-02,18,5,2014,2,122,May,iNAT,Libellulidae
Epitheca cynosura,33.7923477,-82.479018,2014-05-02,18,5,2014,2,122,May,iNAT,Corduliidae
Didymops transversa,33.7923477,-82.479018,2014-05-02,18,5,2014,2,122,May,iNAT,Corduliidae
Phanogomphus exilis,33.9791937897,-84.5766408397,2014-05-01,18,5,2014,1,121,May,iNAT,Gomphidae
Phanogomphus lividus,33.9787102953,-84.5766048709,2014-05-01,18,5,2014,1,121,May,iNAT,Gomphidae
Plathemis lydia,33.9792293768,-84.5767695857,2014-05-01,18,5,2014,1,121,May,iNAT,Libellulidae
Plathemis lydia,33.9793539317,-84.5771987391,2014-05-01,18,5,2014,1,121,May,iNAT,Libellulidae
Plathemis lydia,34.0509963248,-84.503271898,2014-04-29,18,4,2014,29,119,April,iNAT,Libellulidae
Ischnura posita,34.0509074321,-84.5033148134,2014-04-29,18,4,2014,29,119,April,iNAT,Coenagrionidae
Ladona deplanata,33.38315,-84.615841,2014-04-27,17,4,2014,27,117,April,iNAT,Libellulidae
Plathemis lydia,33.9043543585,-84.4473216703,2014-04-27,17,4,2014,27,117,April,iNAT,Libellulidae
Plathemis lydia,33.382863,-84.614468,2014-04-27,17,4,2014,27,117,April,iNAT,Libellulidae
Ladona deplanata,33.382863,-84.614468,2014-04-27,17,4,2014,27,117,April,iNAT,Libellulidae
Plathemis lydia,33.4724374562,-84.3066992566,2014-04-26,17,4,2014,26,116,April,iNAT,Libellulidae
Enallagma signatum,33.4725001025,-84.3060662553,2014-04-26,17,4,2014,26,116,April,iNAT,Coenagrionidae
Phanogomphus exilis,33.1771357584,-84.0150847762,2014-04-26,17,4,2014,26,116,April,iNAT,Gomphidae
Ischnura posita,33.4725807116,-84.306575875,2014-04-26,17,4,2014,26,116,April,iNAT,Coenagrionidae
Ischnura prognata,32.849162818800004,-83.888605754,2014-04-24,17,4,2014,24,114,April,iNAT,Coenagrionidae
Celithemis ornata,32.849162818800004,-83.888605754,2014-04-21,17,4,2014,21,111,April,iNAT,Libellulidae
Ladona deplanata,33.9883102228,-84.3259012757,2014-04-21,17,4,2014,21,111,April,iNAT,Libellulidae
Plathemis lydia,33.9882924311,-84.326008564,2014-04-21,17,4,2014,21,111,April,iNAT,Libellulidae
Enallagma divagans,34.0023466863,-84.3770027218,2014-04-21,17,4,2014,21,111,April,iNAT,Coenagrionidae
Ischnura posita,33.988185681,-84.3259871064,2014-04-21,17,4,2014,21,111,April,iNAT,Coenagrionidae
Ladona deplanata,33.9881678894,-84.325944191,2014-04-21,17,4,2014,21,111,April,iNAT,Libellulidae
Anax junius,34.0319178165,-84.4790891015,2014-04-20,16,4,2014,20,110,April,iNAT,Aeshnidae
Ischnura posita,34.031900034,-84.4788959825,2014-04-20,16,4,2014,20,110,April,iNAT,Coenagrionidae
Ladona deplanata,34.032018748,-84.4790998304,2014-04-20,16,4,2014,20,110,April,iNAT,Libellulidae
Ophiogomphus incurvatus,32.849162818800004,-83.888605754,2014-04-17,16,4,2014,17,107,April,iNAT,Gomphidae
Ladona deplanata,34.0509785462,-84.5031216943,2014-04-16,16,4,2014,16,106,April,iNAT,Libellulidae
Epitheca cynosura,34.0510987224,-84.5032193478,2014-04-16,16,4,2014,16,106,April,iNAT,Corduliidae
Hylogomphus apomyius,33.5848953857,-84.0852696382,2014-04-16,16,4,2014,16,106,April,iNAT,Gomphidae
Erythemis simplicicollis,32.83722067,-83.60700609,2014-04-13,15,4,2014,13,103,April,iNAT,Libellulidae
Ischnura posita,33.3856378154,-81.9591128449,2014-02-22,8,2,2014,22,53,February,iNAT,Coenagrionidae
Sympetrum ambiguum,33.3847384635,-81.9656392,2013-11-08,45,11,2013,8,312,November,iNAT,Libellulidae
Epiaeschna heros,33.470502664,-81.9574600618,2013-11-06,45,11,2013,6,310,November,iNAT,Aeshnidae
Lestes australis,32.849162818800004,-83.888605754,2013-11-06,45,11,2013,6,310,November,iNAT,Lestidae
Enallagma durum,32.849162818800004,-83.888605754,2013-11-04,45,11,2013,4,308,November,iNAT,Coenagrionidae
Aeshna umbrosa,32.849162818800004,-83.888605754,2013-11-04,45,11,2013,4,308,November,iNAT,Aeshnidae
Libellula pulchella,32.849162818800004,-83.888605754,2013-10-27,43,10,2013,27,300,October,iNAT,Libellulidae
Orthemis ferruginea,33.3886315274,-81.9687243512,2013-10-24,43,10,2013,24,297,October,iNAT,Libellulidae
Enallagma doubledayi,33.5819904927,-84.0661364796,2013-10-10,41,10,2013,10,283,October,iNAT,Coenagrionidae
Aeshna umbrosa,33.9391854,-83.3885999,2013-09-26,39,9,2013,26,269,September,iNAT,Aeshnidae
Ischnura ramburii,33.5859065149,-84.0832099672,2013-09-22,38,9,2013,22,265,September,iNAT,Coenagrionidae
Plathemis lydia,33.3876814227,-81.9598931754,2013-09-21,38,9,2013,21,264,September,iNAT,Libellulidae
Pachydiplax longipennis,31.2205201,-84.479229900000007,2013-09-18,38,9,2013,18,261,September,iNAT,Libellulidae
Plathemis lydia,32.8485683,-83.6020063,2013-09-16,38,9,2013,16,259,September,iNAT,Libellulidae
Pantala flavescens,32.8485683,-83.6020063,2013-09-16,38,9,2013,16,259,September,iNAT,Libellulidae
Pachydiplax longipennis,31.2205201,-84.479229900000007,2013-09-16,38,9,2013,16,259,September,iNAT,Libellulidae
Pachydiplax longipennis,31.2205201,-84.479229900000007,2013-09-11,37,9,2013,11,254,September,iNAT,Libellulidae
Ischnura verticalis,34.8742779,-83.8109073,2013-09-10,37,9,2013,10,253,September,iNAT,Coenagrionidae
Erythemis simplicicollis,34.0557600704,-84.2509939847,2013-09-05,36,9,2013,5,248,September,iNAT,Libellulidae
Celithemis eponina,34.1243319206,-84.2011147571,2013-08-24,34,8,2013,24,236,August,iNAT,Libellulidae
Lestes australis,33.9513561761,-84.4000229821,2013-08-23,34,8,2013,23,235,August,iNAT,Lestidae
Lestes vigilax,32.849162818800004,-83.888605754,2013-08-19,34,8,2013,19,231,August,iNAT,Lestidae
Libellula auripennis,30.729006,-82.137509,2013-08-11,32,8,2013,11,223,August,iNAT,Libellulidae
Pachydiplax longipennis,30.738002,-82.140159,2013-08-11,32,8,2013,11,223,August,iNAT,Libellulidae
Libellula auripennis,30.738002,-82.140159,2013-08-11,32,8,2013,11,223,August,iNAT,Libellulidae
Erythemis simplicicollis,33.3972366953,-81.9662596976,2013-08-07,32,8,2013,7,219,August,iNAT,Libellulidae
Enallagma dubium,31.03511,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Coenagrionidae
Libellula incesta,31.03511,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Tramea onusta,31.03511,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Ischnura hastata,31.03511,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Coenagrionidae
Erythrodiplax minuscula,31.03511,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Erythrodiplax minuscula,31.035009,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Pachydiplax longipennis,31.035009,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Libellula auripennis,31.035009,-83.097308,2013-08-03,31,8,2013,3,215,August,iNAT,Libellulidae
Pachydiplax longipennis,30.8464888221,-83.3527174776,2013-07-29,31,7,2013,29,210,July,iNAT,Libellulidae
Orthemis ferruginea,30.9682956863,-83.2649586389,2013-07-28,30,7,2013,28,209,July,iNAT,Libellulidae
Hetaerina titia,32.849162818800004,-83.888605754,2013-07-19,29,7,2013,19,200,July,iNAT,Calopterygidae
Celithemis eponina,33.4734978,-82.0105148,2013-07-06,27,7,2013,6,187,July,iNAT,Libellulidae
Ischnura posita,33.5909852458,-84.0849487538,2013-06-29,26,6,2013,29,180,June,iNAT,Coenagrionidae
Epitheca princeps,32.849162818800004,-83.888605754,2013-06-28,26,6,2013,28,179,June,iNAT,Corduliidae
Celithemis eponina,33.1030489573,-83.7120064472,2013-06-21,25,6,2013,21,172,June,iNAT,Libellulidae
Celithemis fasciata,33.1030489573,-83.7120064472,2013-06-21,25,6,2013,21,172,June,iNAT,Libellulidae
Calopteryx maculata,32.849162818800004,-83.888605754,2013-06-18,25,6,2013,18,169,June,iNAT,Calopterygidae
Libellula axilena,30.824527332,-83.3245800147,2013-06-18,25,6,2013,18,169,June,iNAT,Libellulidae
Plathemis lydia,30.8661330118,-83.3055346182,2013-06-17,25,6,2013,17,168,June,iNAT,Libellulidae
Dromogomphus spinosus,33.0917373405,-83.6911387263,2013-06-17,25,6,2013,17,168,June,iNAT,Gomphidae
Perithemis tenera,33.3195622205,-82.005935472,2013-06-16,24,6,2013,16,167,June,iNAT,Libellulidae
Pachydiplax longipennis,30.9217553719,-83.3540792366,2013-06-16,24,6,2013,16,167,June,iNAT,Libellulidae
Erythemis simplicicollis,30.9430633291,-83.3683112793,2013-06-16,24,6,2013,16,167,June,iNAT,Libellulidae
Libellula axilena,30.9712884047,-83.3693501815,2013-06-16,24,6,2013,16,167,June,iNAT,Libellulidae
Pachydiplax longipennis,30.9345862767,-83.3203453087,2013-06-16,24,6,2013,16,167,June,iNAT,Libellulidae
Perithemis tenera,31.2205201,-84.479229900000007,2013-06-15,24,6,2013,15,166,June,iNAT,Libellulidae
Enallagma doubledayi,31.2205201,-84.479229900000007,2013-06-15,24,6,2013,15,166,June,iNAT,Coenagrionidae
Argia sedula,31.2205201,-84.479229900000007,2013-06-15,24,6,2013,15,166,June,iNAT,Coenagrionidae
Pachydiplax longipennis,31.2205201,-84.479229900000007,2013-06-15,24,6,2013,15,166,June,iNAT,Libellulidae
Pachydiplax longipennis,31.2205201,-84.479229900000007,2013-06-14,24,6,2013,14,165,June,iNAT,Libellulidae
Pachydiplax longipennis,30.8293824201,-83.2288035919,2013-06-09,23,6,2013,9,160,June,iNAT,Libellulidae
Pachydiplax longipennis,30.9242349335,-83.3574854481,2013-05-28,22,5,2013,28,148,May,iNAT,Libellulidae
Pachydiplax longipennis,30.8904364516,-83.0396198392,2013-05-28,22,5,2013,28,148,May,iNAT,Libellulidae
Erythemis simplicicollis,30.8585465034,-83.0649853726,2013-05-28,22,5,2013,28,148,May,iNAT,Libellulidae
Plathemis lydia,30.827158627,-83.3673301163,2013-05-26,21,5,2013,26,146,May,iNAT,Libellulidae
Plathemis lydia,30.8304290348,-83.3821696516,2013-05-26,21,5,2013,26,146,May,iNAT,Libellulidae
Ischnura hastata,33.2484682167,-82.1021084714,2013-05-02,18,5,2013,2,122,May,iNAT,Coenagrionidae
Erythemis simplicicollis,32.824451,-84.859529,2013-04-30,18,4,2013,30,120,April,iNAT,Libellulidae
Pachydiplax longipennis,32.825767,-84.857639,2013-04-30,18,4,2013,30,120,April,iNAT,Libellulidae
Ischnura posita,32.825767,-84.857639,2013-04-30,18,4,2013,30,120,April,iNAT,Coenagrionidae
Erythemis simplicicollis,33.3933168191,-81.9678982264,2013-04-21,16,4,2013,21,111,April,iNAT,Libellulidae
Phanogomphus lividus,33.9391854,-83.3885999,2013-04-18,16,4,2013,18,108,April,iNAT,Gomphidae
Pachydiplax longipennis,30.8358354933,-83.0955242992,2013-04-11,15,4,2013,11,101,April,iNAT,Libellulidae
Didymops transversa,33.3902528381,-81.9672143957,2013-02-24,8,2,2013,24,55,February,iNAT,Corduliidae
Orthemis ferruginea,30.8458209582,-81.4400923312,2012-12-10,50,12,2012,10,345,December,iNAT,Libellulidae
Sympetrum corruptum,31.996384606,-85.0508378269,2012-11-17,46,11,2012,17,322,November,iNAT,Libellulidae
Erythemis simplicicollis,33.3875455,-81.9562091,2012-10-28,43,10,2012,28,302,October,iNAT,Libellulidae
Orthemis ferruginea,33.3875455,-81.9562091,2012-10-20,42,10,2012,20,294,October,iNAT,Libellulidae
Boyeria vinosa,31.476416,-81.240869,2012-10-06,40,10,2012,6,280,October,iNAT,Aeshnidae
Orthemis ferruginea,33.3197577676,-82.0066668095,2012-10-01,40,10,2012,1,275,October,iNAT,Libellulidae
Boyeria vinosa,33.9868301,-83.3828295,2012-09-30,39,9,2012,30,274,September,iNAT,Aeshnidae
Ischnura kellicotti,30.7836421898,-82.0200515293,2012-09-29,39,9,2012,29,273,September,iNAT,Coenagrionidae
